200304130173-012	1019	20030413	8	1014138	2	2
200304130173-012	1019	20030413	10	1005783	1	21
200304130173-012	1019	20030413	11	1035116	1	2.6
200304130173-012	1019	20030413	12	1003218	1	0.75
200304130173-012	1019	20030413	13	1002073	1	2
200304130173-012	1019	20030413	14	1007251	1	2
200304130173-012	1019	20030413	15	1000494	1	2.9
200304130173-012	1019	20030413	16	1038006	4	2.9
200304130174-012	1019	20030413	1	1007911	24	2.2
200304130175-012	1019	20030413	1	1022545	0.328	12.6
200304130175-012	1019	20030413	3	1011728	1	9
200304130175-012	1019	20030413	4	1035583	1	2.4
200304130175-012	1019	20030413	5	1006620	1	7.5
200304130175-012	1019	20030413	6	1047260	1	5.2
200304130176-012	1019	20030413	1	1035441	0.408	16.8
200304130177-012	1019	20030413	1	1008693	0.208	19
200304130177-012	1019	20030413	2	1008657	0.214	15.8
200304130177-012	1019	20030413	3	1040197	0.18	14.5
200304130178-012	1019	20030413	1	1006564	2	0.5
200304130180-012	1019	20030413	1	1021323	1	3.6
200304130180-012	1019	20030413	2	1021353	1	2.5
200304130180-012	1019	20030413	3	1027639	2	4.7
200304130180-012	1019	20030413	4	1038101	1	14.4
200304130181-012	1019	20030413	1	1040011	1	4.4
200304130182-012	1019	20030413	1	1002475	1	2.8
200304130182-012	1019	20030413	2	1014937	1	5.4
200304130182-012	1019	20030413	3	1001436	1	1.75
200304130182-012	1019	20030413	4	1004814	1	1.65
200304130182-012	1019	20030413	5	1021280	1	1.9
200304130184-012	1019	20030413	2	1048967	24	1.7
200304130184-012	1019	20030413	3	1003603	2	6
200304130184-012	1019	20030413	4	1032865	1	3.8
200304130184-012	1019	20030413	5	1034634	1	6.2
200304130184-012	1019	20030413	6	1018304	1	13.6
200304130184-012	1019	20030413	7	1018309	1	13.6
200304130184-012	1019	20030413	8	1001613	1	9.1
200304130186-012	1019	20030413	1	1038460	1	2.7
200304130186-012	1019	20030413	2	1037090	3	1.9
200304130186-012	1019	20030413	3	1001090	3	1.9
200304130187-012	1019	20030413	1	1048626	2	6
200304130188-012	1019	20030413	1	1027791	10	2.3
200304130188-012	1019	20030413	2	1041156	1	2.5
200304130188-012	1019	20030413	3	1040080	4	2.8
200304130188-012	1019	20030413	4	1021119	1	27.7
200304130188-012	1019	20030413	5	1044389	1	7.2
200304130188-012	1019	20030413	6	1021188	4	2.1
200304130188-012	1019	20030413	7	1040102	2	4.7
200304130188-012	1019	20030413	8	1043205	4	3.6
200304130188-012	1019	20030413	9	1003698	2	8.5
200304130188-012	1019	20030413	10	1038140	1	15.8
200304130188-012	1019	20030413	11	1007484	1	34.3
200304130188-012	1019	20030413	12	1040397	1	27.8
200304130189-012	1019	20030413	1	1025371	0.152	87
200304130189-012	1019	20030413	2	1044156	1	19
200304130189-012	1019	20030413	3	1007480	1	2.9
200304130189-012	1019	20030413	4	1006521	1	2.6
200304130189-012	1019	20030413	5	1023623	1	1.9
200304130189-012	1019	20030413	6	1008767	0.104	38
200304130189-012	1019	20030413	7	1010138	2	0.9
200304130190-012	1019	20030413	1	1026663	1	11
200304130191-012	1019	20030413	1	1010823	1	41.8
200304130191-012	1019	20030413	2	1042152	1	6.9
200304130191-012	1019	20030413	3	1044430	2	1
200304130191-012	1019	20030413	4	1012113	1	3
200304130191-012	1019	20030413	5	1012299	1	3
200304130191-012	1019	20030413	6	1012292	2	3
200304130191-012	1019	20030413	7	1002271	2	6.6
200304130192-012	1019	20030413	1	1010097	0.648	21.2
200304130192-012	1019	20030413	2	1041141	1	3.1
200304130192-012	1019	20030413	3	1014075	1	2.9
200304130193-012	1019	20030413	1	1000113	1	3.5
200304130193-012	1019	20030413	2	1044396	1	6
200304130193-012	1019	20030413	3	1010481	1	10.4
200304130193-012	1019	20030413	4	1002753	1	6
200304130193-012	1019	20030413	5	1040119	0.514	18.6
200304130194-012	1019	20030413	1	1027807	2	126.8
200304130195-012	1019	20030413	3	1013633	1	1.6
200304130195-012	1019	20030413	4	1021352	1	2.2
200304130195-012	1019	20030413	5	1044430	2	1
200304130196-012	1019	20030413	1	1000611	1	18.3
200304130196-012	1019	20030413	2	1047325	1	12.9
200304130196-012	1019	20030413	3	1014234	1	11
200304130196-012	1019	20030413	4	1000943	1	97.9
200304130197-012	1019	20030413	1	1020106	1	5
200304130198-012	1019	20030413	1	1005563	2	0.9
200304130198-012	1019	20030413	2	1004587	1	1.5
200304130198-012	1019	20030413	3	1029132	1	4.8
200304130199-012	1019	20030413	1	1027549	1	18.1
200304130199-012	1019	20030413	2	1046315	1	10.9
200304130199-012	1019	20030413	3	1004962	1	33.8
200304130199-012	1019	20030413	4	1048763	1	29.4
200304130199-012	1019	20030413	5	1002351	2	5.9
200304130199-012	1019	20030413	6	1048881	1	3.4
200304130200-012	1019	20030413	2	1003822	1	4.1
200304130200-012	1019	20030413	3	1017307	1	2.8
200304130200-012	1019	20030413	4	1008062	1	2.1
200304130200-012	1019	20030413	7	1035034	1	3.3
200304130200-012	1019	20030413	8	1031436	1	1.65
200304130200-012	1019	20030413	9	1004871	1	1.65
200304130200-012	1019	20030413	10	1031004	1	4.2
200304130201-012	1019	20030413	8	1013667	1	1
200304130202-012	1019	20030413	1	1025695	0.2	67.2
200304130202-012	1019	20030413	2	1025377	0.0511	68
200304130203-012	1019	20030413	1	1014953	1	2.4
200304130203-012	1019	20030413	2	1036658	4	1.5
200304130203-012	1019	20030413	3	1006912	1	0.5
200304130203-012	1019	20030413	4	1007913	2	1.5
200304130203-012	1019	20030413	5	1021875	1	3
200304130203-012	1019	20030413	6	1003981	2	1.6
200304130203-012	1019	20030413	7	1038231	10	0.7
200304130203-012	1019	20030413	8	1032600	5	1.2
200304130204-012	1019	20030413	2	1037972	1	14
200304130204-012	1019	20030413	3	1030585	1	8.7
200304130205-012	1019	20030413	1	1040493	1	3.8
200304130205-012	1019	20030413	2	1002163	1	3
200304130205-012	1019	20030413	3	1038304	1	8.8
200304130205-012	1019	20030413	4	1014962	1	2.6
200304130205-012	1019	20030413	5	1002259	1	13.5
200304130206-012	1019	20030413	1	1008675	0.102	15
200304130206-012	1019	20030413	3	1036257	1	3.1
200304130206-012	1019	20030413	4	1030589	1	3.5
200304130207-012	1019	20030413	1	1035418	1	13.5
200304130207-012	1019	20030413	2	1001958	1	2.6
200304130208-012	1019	20030413	1	1033200	1	3.1
200304130208-012	1019	20030413	2	1013719	1	3.8
200304130208-012	1019	20030413	3	1048392	1	2.8
200304130208-012	1019	20030413	4	1048315	2	2
200304130208-012	1019	20030413	5	1040010	1	2.8
200304130208-012	1019	20030413	6	1022460	0.402	18
200304130208-012	1019	20030413	7	1040527	2	2.5
200304130209-012	1019	20030413	1	1008643	0.452	25.4
200304130210-012	1019	20030413	1	1023762	0.792	13
200304130210-012	1019	20030413	2	1041162	24	2.2
200304130211-012	1019	20030413	1	1009582	1	3.6
200304130211-012	1019	20030413	2	1031965	1	8.8
200304130211-012	1019	20030413	3	1002187	1	17.8
200304130211-012	1019	20030413	4	1038987	1	4.8
200304130211-012	1019	20030413	5	1001090	1	1.9
200304130211-012	1019	20030413	6	1001020	1	2.2
200304130211-012	1019	20030413	7	1048668	1	1.4
200304130211-012	1019	20030413	8	1007997	1	1.9
200304130211-012	1019	20030413	9	1031592	1	2.1
200304130211-012	1019	20030413	10	1004261	1	1.5
200304130211-012	1019	20030413	11	1036507	1	2.2
200304130211-012	1019	20030413	12	1041017	1	2.1
200304130212-012	1019	20030413	1	1048389	0.23	17.9
200304130212-012	1019	20030413	4	1021779	0.094	24.8
200304130212-012	1019	20030413	5	1032907	0.296	15.2
200304130212-012	1019	20030413	6	1046119	1	6.4
200304130212-012	1019	20030413	7	1003146	1	6
200304130212-012	1019	20030413	8	1036277	2	1.5
200304130212-012	1019	20030413	9	1036278	2	1.5
200304130212-012	1019	20030413	10	1039988	1	6.2
200304130212-012	1019	20030413	12	1005009	1	3
200304130213-012	1019	20030413	1	1039888	1	13.1
200304130213-012	1019	20030413	2	1042350	1	46
200304140002-012	1019	20030414	1	1002663	1	26.9
200304140002-012	1019	20030414	2	1036072	1	17.5
200304140002-012	1019	20030414	3	1021160	1	6.2
200304140003-012	1019	20030414	1	1021160	1	6.2
200304140003-012	1019	20030414	2	1017307	1	2.8
200304140005-012	1019	20030414	2	1032064	1	7.1
200304140005-012	1019	20030414	3	1016244	3	2.5
200304140005-012	1019	20030414	6	1015062	1	1.6
200304140005-012	1019	20030414	7	1007650	3	4.2
200304140005-012	1019	20030414	8	1041149	1	4.6
200304140005-012	1019	20030414	9	1021314	1	4.4
200304140006-012	1019	20030414	3	1025012	1	4.3
200304140006-012	1019	20030414	4	1040712	1	3
200304140006-012	1019	20030414	7	1038307	1	23.8
200304140006-012	1019	20030414	8	1014515	1	4
200304140006-012	1019	20030414	9	1046652	1	4.3
200304140006-012	1019	20030414	10	1047063	1	4.1
200304140006-012	1019	20030414	11	1047059	1	3.5
200304140006-012	1019	20030414	12	1037589	1	16.9
200304140006-012	1019	20030414	13	1037670	1	37
200304140006-012	1019	20030414	16	1044052	2	20.6
200304140007-012	1019	20030414	1	1036167	1	9.1
200304140007-012	1019	20030414	2	1002680	1	4.3
200304140007-012	1019	20030414	3	1041839	1	23.5
200304140007-012	1019	20030414	4	1041447	1	41.5
200304140009-012	1019	20030414	1	1010475	1	10
200304140009-012	1019	20030414	2	1038656	1	1.6
200304140009-012	1019	20030414	3	1036070	2	1.6
200304140009-012	1019	20030414	4	1048803	2	1.5
200304140009-012	1019	20030414	5	1007176	2	0.5
200304140009-012	1019	20030414	6	1008821	0.222	27
200304140010-012	1019	20030414	1	1003414	1	4.2
200304140010-012	1019	20030414	2	1014085	1	2.9
200304140010-012	1019	20030414	3	1005009	1	3
200304140012-012	1019	20030414	1	1022718	0.208	19.6
200304140012-012	1019	20030414	3	1018755	1	6.4
200304140012-012	1019	20030414	4	1035949	1	3.7
200304140012-012	1019	20030414	5	1006740	3	4.8
200304140013-012	1019	20030414	1	1044446	15	1
200304140013-012	1019	20030414	2	1044444	11	1
200304140013-012	1019	20030414	3	1044445	1	1
200304140014-012	1019	20030414	2	1040224	1	18.6
200304140014-012	1019	20030414	3	1005485	3	2.1
200304140015-012	1019	20030414	1	1027373	1	5.7
200304140015-012	1019	20030414	2	1004696	1	5.7
200304140015-012	1019	20030414	3	1001552	1	7
200304140015-012	1019	20030414	4	1030813	1	6.9
200304140017-012	1019	20030414	1	1018244	1	6.5
200304140017-012	1019	20030414	3	1041250	1	15.9
200304140017-012	1019	20030414	4	1015922	1	6.9
200304140017-012	1019	20030414	5	1035333	1	4.3
200304140017-012	1019	20030414	6	1001989	1	10.8
200304140017-012	1019	20030414	7	1003637	1	19.9
200304140017-012	1019	20030414	8	1007851	1	5.4
200304140017-012	1019	20030414	9	1004995	2	2.1
200304140017-012	1019	20030414	10	1014783	1	8.5
200304140017-012	1019	20030414	11	1016020	1	3.8
200304140018-012	1019	20030414	1	1027335	1	9.6
200304140018-012	1019	20030414	2	1023651	1	3.5
200304140018-012	1019	20030414	3	1041765	1	1.8
200304140018-012	1019	20030414	4	1041481	1	5.5
200304140018-012	1019	20030414	5	1041766	1	1.8
200304140021-012	1019	20030414	1	1035838	1	3.4
200304140022-012	1019	20030414	1	1027549	1	18.1
200304140022-012	1019	20030414	2	1025690	0.476	97
200304140022-012	1019	20030414	7	1002257	1	6
200304140022-012	1019	20030414	10	1040119	0.944	18.6
200304140022-012	1019	20030414	11	1002830	1	8.7
200304140022-012	1019	20030414	13	1034795	1	1.9
200304140022-012	1019	20030414	14	1040491	1	1.6
200304140022-012	1019	20030414	15	1039984	1	1.6
200304140022-012	1019	20030414	16	1044210	1	18.2
200304140023-012	1019	20030414	2	1048963	1	32.8
200304140024-012	1019	20030414	1	1022423	0.312	25
200304140024-012	1019	20030414	2	1035504	1	7.8
200304140024-012	1019	20030414	3	1039228	1	2
200304140024-012	1019	20030414	5	1039028	1	4.5
200304140024-012	1019	20030414	6	1016446	1	12
200304140024-012	1019	20030414	7	1001499	1	4.9
200304140025-012	1019	20030414	1	1041234	1	11.9
200304140026-012	1019	20030414	1	1041750	1	125
200304140026-012	1019	20030414	2	1033502	1	146
200304140026-012	1019	20030414	3	1000848	48	1.9
200304140027-012	1019	20030414	1	1022202	0.23	19.5
200304140028-012	1019	20030414	2	1014962	1	2.6
200304140028-012	1019	20030414	3	1038366	1	4
200304140030-012	1019	20030414	3	1048802	1	2.9
200304140030-012	1019	20030414	4	1048800	1	2.9
200304140031-012	1019	20030414	3	1013884	1	32.4
200304140031-012	1019	20030414	6	1001090	10	1.9
200304140032-012	1019	20030414	1	1013795	1	0.8
200304140033-012	1019	20030414	1	1006077	2	5.5
200304140033-012	1019	20030414	2	1015525	2	3.4
200304140033-012	1019	20030414	3	1041272	1	4.3
200304140033-012	1019	20030414	4	1041271	3	4.3
200304140033-012	1019	20030414	5	1007851	2	5.4
200304140033-012	1019	20030414	6	1032442	2	3.5
200304140033-012	1019	20030414	7	1031294	1	6.8
200304140033-012	1019	20030414	8	1021458	3	4
200304140033-012	1019	20030414	9	1006808	3	6
200304140033-012	1019	20030414	10	1006814	3	5.6
200304140034-012	1019	20030414	1	1004648	3	2.5
200304140035-012	1019	20030414	1	1005929	2	0.9
200304140035-012	1019	20030414	2	1016271	1	3.25
200304140035-012	1019	20030414	3	1016250	2	1.8
200304140035-012	1019	20030414	4	1006167	1	3.2
200304140035-012	1019	20030414	5	1013797	1	3.05
200304140035-012	1019	20030414	6	1013792	1	2.8
200304140037-012	1019	20030414	1	1016079	1	2.9
200304140037-012	1019	20030414	2	1027542	1	2.3
200304140037-012	1019	20030414	3	1041150	1	1.8
200304140037-012	1019	20030414	4	1041479	1	4.8
200304140037-012	1019	20030414	5	1030996	1	2.2
200304140037-012	1019	20030414	6	1048308	1	2
200304140037-012	1019	20030414	7	1039101	1	2.4
200304140038-012	1019	20030414	1	1034194	1	3
200304140038-012	1019	20030414	2	1003305	1	3
200304140039-012	1019	20030414	1	1032265	0.276	18
200304140040-012	1019	20030414	1	1022266	0.32	6
200304140041-012	1019	20030414	1	1009854	1	2.3
200304140041-012	1019	20030414	2	1009859	1	2.3
200304140041-012	1019	20030414	3	1036039	5	0.8
200304140041-012	1019	20030414	4	1004091	5	0.95
200304140041-012	1019	20030414	5	1048841	1	30.5
200304140041-012	1019	20030414	6	1006879	1	2
200304140041-012	1019	20030414	7	1048820	1	8.6
200304140042-012	1019	20030414	1	1019803	1	19.2
200304140042-012	1019	20030414	2	1031201	1	42
200304140042-012	1019	20030414	3	1004624	24	1.9
200304140043-012	1019	20030414	1	1038491	1	9.3
200304140043-012	1019	20030414	2	1048681	1	2.9
200304140043-012	1019	20030414	3	1044344	1	8.3
200304140043-012	1019	20030414	4	1008131	1	1.8
200304140043-012	1019	20030414	5	1038181	1	1.4
200304140043-012	1019	20030414	6	1015983	1	1
200304140044-012	1019	20030414	1	1000855	24	1.7
200304140044-012	1019	20030414	2	1026249	0.332	11.8
200304140044-012	1019	20030414	3	1023615	0.092	35.8
200304140044-012	1019	20030414	4	1008693	0.204	19
200304140044-012	1019	20030414	5	1019875	2	28.1
200304140045-012	1019	20030414	1	1003391	1	4.2
200304140045-012	1019	20030414	2	1037477	0.134	75
200304140045-012	1019	20030414	3	1027547	1	10.6
200304140045-012	1019	20030414	4	1025686	1	16.95
200304140045-012	1019	20030414	5	1040442	1	5.3
200304140045-012	1019	20030414	6	1000527	1	2.5
200304140045-012	1019	20030414	7	1046085	1	2.9
200304140045-012	1019	20030414	8	1004794	1	2.05
200304140045-012	1019	20030414	9	1035452	1	2.8
200304140046-012	1019	20030414	2	1042046	1	7.6
200304140046-012	1019	20030414	3	1003917	1	12.6
200304140047-012	1019	20030414	1	1048593	1	1.6
200304140047-012	1019	20030414	2	1047916	1	1.5
200304140047-012	1019	20030414	3	1047917	1	1.5
200304140047-012	1019	20030414	4	1004506	1	1.5
200304140047-012	1019	20030414	5	1004596	1	1.5
200304140048-012	1019	20030414	1	1002008	1	2.3
200304140048-012	1019	20030414	2	1040358	1	14.6
200304140048-012	1019	20030414	3	1040361	1	14.6
200304140048-012	1019	20030414	4	1048386	2	1.9
200304140048-012	1019	20030414	5	1004858	2	2.4
200304140048-012	1019	20030414	6	1048657	2	4
200304140049-012	1019	20030414	1	1046637	1	14.5
200304140049-012	1019	20030414	2	1003578	1	38.1
200304140050-012	1019	20030414	1	1013795	1	0.8
200304140051-012	1019	20030414	1	1005815	1	43.5
200304140051-012	1019	20030414	5	1009498	1	3.4
200304140051-012	1019	20030414	6	1007010	1	7.3
200304140051-012	1019	20030414	7	1014808	1	6.5
200304140051-012	1019	20030414	9	1007506	1	4.4
200304140052-012	1019	20030414	1	1014965	1	8.7
200304140052-012	1019	20030414	2	1005648	1	4.3
200304140052-012	1019	20030414	3	1011090	2	3.9
200304140052-012	1019	20030414	4	1004027	2	4.5
200304140052-012	1019	20030414	5	1007795	1	3.2
200304140053-012	1019	20030414	1	1004697	1	5.9
200304140053-012	1019	20030414	2	1021472	1	2.75
200304140053-012	1019	20030414	3	1046906	2	3.9
200304140053-012	1019	20030414	4	1040673	2	2.7
200304140053-012	1019	20030414	5	1039890	1	4.1
200304140053-012	1019	20030414	6	1043205	2	3.6
200304140053-012	1019	20030414	7	1006850	5	1.3
200304140053-012	1019	20030414	8	1000904	1	3.45
200304140054-012	1019	20030414	1	1001637	1	4.8
200304140054-012	1019	20030414	2	1001464	1	5.5
200304140054-012	1019	20030414	3	1041765	2	1.8
200304140054-012	1019	20030414	5	1006352	1	3.6
200304140055-012	1019	20030414	1	1000276	1	16.2
200304140055-012	1019	20030414	2	1011720	1	24.5
200304140055-012	1019	20030414	3	1033773	1	5.5
200304140055-012	1019	20030414	4	1002537	1	3.5
200304140055-012	1019	20030414	5	1026206	1	5.5
200304140055-012	1019	20030414	6	1004697	1	5.9
200304140055-012	1019	20030414	7	1015706	1	14.8
200304140055-012	1019	20030414	8	1022650	0.366	23.4
200304140055-012	1019	20030414	10	1007231	2	0.9
200304140057-012	1019	20030414	5	1015046	1	1.4
200304140057-012	1019	20030414	6	1013801	1	1.1
200304140057-012	1019	20030414	7	1013667	1	1
200304140057-012	1019	20030414	12	1015062	1	1.6
200304140057-012	1019	20030414	13	1004030	1	1.95
200304140058-012	1019	20030414	1	1036144	1	2.6
200304140059-012	1019	20030414	1	1033769	1	5
200304140059-012	1019	20030414	2	1004808	2	1.4
200304140059-012	1019	20030414	3	1041227	1	3.5
200304140059-012	1019	20030414	4	1002821	1	5.7
200304140059-012	1019	20030414	5	1004152	2	4.7
200304140060-012	1019	20030414	1	1041165	1	10.5
200304140060-012	1019	20030414	2	1029357	0.172	7.8
200304140060-012	1019	20030414	3	1044347	0.226	18.8
200304140060-012	1019	20030414	4	1003064	1	12.5
200304140060-012	1019	20030414	5	1032869	1	4.9
200304140060-012	1019	20030414	6	1036503	1	3.7
200304140060-012	1019	20030414	7	1024153	1	2.6
200304140060-012	1019	20030414	8	1035019	1	3.3
200304140060-012	1019	20030414	9	1000753	1	5.3
200304140061-012	1019	20030414	1	1000848	24	1.9
200304140062-012	1019	20030414	1	1048963	1	32.8
200304140062-012	1019	20030414	3	1001187	10	1.8
200304140062-012	1019	20030414	6	1041399	1	5.8
200304140062-012	1019	20030414	8	1004642	1	3.9
200304140062-012	1019	20030414	9	1026229	1	3.9
200304140062-012	1019	20030414	10	1043205	2	3.6
200304140062-012	1019	20030414	11	1008383	5	1.8
200304140062-012	1019	20030414	12	1019743	1	35.8
200304140062-012	1019	20030414	13	1040809	1	1.6
200304140062-012	1019	20030414	14	1000904	1	3.45
200304140063-012	1019	20030414	1	1006813	2	2.7
